Row: 0, Col: 0, Pixel Value: 0.0, Spike Value: 0.0
Row: 2, Col: 14, Pixel Value: 0.0, Spike Value: 0.0
Row: 2, Col: 15, Pixel Value: 0.0, Spike Value: 0.0
Row: 2, Col: 16, Pixel Value: 0.0, Spike Value: 0.0
Row: 2, Col: 17, Pixel Value: 0.0, Spike Value: 0.0
Row: 2, Col: 18, Pixel Value: 0.0, Spike Value: 0.0
Row: 2, Col: 19, Pixel Value: 0.0, Spike Value: 0.0
Row: 2, Col: 20, Pixel Value: 0.0, Spike Value: 0.0
Row: 2, Col: 21, Pixel Value: 0.0, Spike Value: 0.0
Row: 2, Col: 22, Pixel Value: 0.0, Spike Value: 0.0
Row: 2, Col: 23, Pixel Value: 0.0, Spike Value: 0.0
Row: 2, Col: 24, Pixel Value: 0.0, Spike Value: 0.0
Row: 2, Col: 25, Pixel Value: 0.0, Spike Value: 0.0
Row: 2, Col: 26, Pixel Value: 0.0, Spike Value: 0.0
Row: 2, Col: 27, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 0, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 1, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 2, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 3, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 4, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 5, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 6, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 7, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 8, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 9, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 10, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 11, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 12, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 13, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 14, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 15, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 16, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 17, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 18, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 19, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 20, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 21, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 22, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 23, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 24, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 25, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 26, Pixel Value: 0.0, Spike Value: 0.0
Row: 3, Col: 27, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 0, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 1, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 2, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 3, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 4, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 5, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 6, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 7, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 8, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 9, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 10, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 11, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 12, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 13, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 14, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 15, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 16, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 17, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 18, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 19, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 20, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 21, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 22, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 23, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 24, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 25, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 26, Pixel Value: 0.0, Spike Value: 0.0
Row: 4, Col: 27, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 0, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 1, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 2, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 3, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 4, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 5, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 6, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 7, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 8, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 9, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 10, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 11, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 12, Pixel Value: -1.0, Spike Value: 0.0
Row: 5, Col: 13, Pixel Value: -2.0, Spike Value: 0.0
Row: 5, Col: 14, Pixel Value: -2.0, Spike Value: 0.0
Row: 5, Col: 15, Pixel Value: -1.0, Spike Value: 0.0
Row: 5, Col: 16, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 17, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 18, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 19, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 20, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 21, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 22, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 23, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 24, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 25, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 26, Pixel Value: 0.0, Spike Value: 0.0
Row: 5, Col: 27, Pixel Value: 0.0, Spike Value: 0.0
Row: 6, Col: 0, Pixel Value: 0.0, Spike Value: 0.0
Row: 6, Col: 1, Pixel Value: 0.0, Spike Value: 0.0
Row: 6, Col: 2, Pixel Value: 0.0, Spike Value: 0.0
Row: 6, Col: 3, Pixel Value: 0.0, Spike Value: 0.0
Row: 6, Col: 4, Pixel Value: 0.0, Spike Value: 0.0
Row: 6, Col: 5, Pixel Value: 0.0, Spike Value: 0.0
Row: 6, Col: 6, Pixel Value: 0.0, Spike Value: 0.0
Row: 6, Col: 7, Pixel Value: 0.0, Spike Value: 0.0
Row: 6, Col: 8, Pixel Value: 0.0, Spike Value: 0.0
Row: 6, Col: 9, Pixel Value: 0.0, Spike Value: 0.0
Row: 6, Col: 10, Pixel Value: -1.0, Spike Value: 0.0
Row: 6, Col: 11, Pixel Value: -2.0, Spike Value: 0.0
